print_id,source_file,printer_id,started_at,outcome,failure_type,failure_at_frame,duration_seconds
print_0184,raw/successful/Tolstoy/零部件15_0.4n_0.2mm_PLA_COREONE_49m_20251202171321.mp4,Tolstoy,,success,,,8
print_0185,raw/successful/Bell/(2) spar support 8mm_0.4n_0.2mm_PLA_COREONE_2h3m_20260429133132.mp4,Bell,,success,,,43
print_0186,raw/successful/Bell/15x20mm subs holder(1)_0.4n_0.2mm_PLA_COREONE_1h45m_20260310131616.mp4,Bell,,success,,,32
print_0187,raw/successful/Bell/1_0f_2_hair_tie_osaur_-_no_supports_-_Dinosaur_body_0.4n_0.25mm_PLA_COREONE_2h25m_20260421161910.mp4,Bell,,success,,,41
print_0188,raw/successful/Bell/1top nose cone_0.4n_0.2mm_PLA_COREONE_2h25m_20260505153045.mp4,Bell,,success,,,48
print_0189,raw/successful/Bell/1vulcan_0.4n_0.25mm_PLA_COREONE_3h37m_20260312155558.mp4,Bell,,success,,,35
print_0190,raw/successful/Bell/2 mould_0.4n_0.2mm_PLA_COREONE_1h26m_20260430121127.mp4,Bell,,success,,,25
print_0191,raw/successful/Bell/4_frame_20260512113514.mp4,Bell,,success,,,65
print_0192,raw/successful/Bell/645531_2_0.4n_0.1mm_PLA_COREONE_2h2m_20260508133543.mp4,Bell,,success,,,47
print_0193,raw/successful/Bell/90mm base round_0.4n_0.1mm_PLA_COREONE_1h30m_20260512170621.mp4,Bell,,success,,,13
print_0194,raw/successful/Bell/Adapter for printing e_0.4n_0.2mm_PLA_COREONE_1h12m_20260508115916.mp4,Bell,,success,,,23
print_0195,raw/successful/Bell/Cam2_0.4n_0.2mm_PLA_COREONE_1h26m_20260501130121.mp4,Bell,,success,,,24
print_0196,raw/successful/Bell/Exo undeside no thread_0.4n_0.2mm_PLA_COREONE_4h8m_20260501152632.mp4,Bell,,success,,,100
print_0197,raw/successful/Bell/FinCan_0.4n_0.2mm_PLA_COREONE_3h23m_20260513101057.mp4,Bell,,success,,,84
print_0198,raw/successful/Bell/Handy_Dock Station_0.4n_0.2mm_PLA_COREONE_2h59m_20260507171645.mp4,Bell,,success,,,59
print_0199,raw/successful/Bell/PIGGY 1_0.4n_0.2mm_PLA_COREONE_6h9m_20260512194222.mp4,Bell,,success,,,99
print_0200,raw/successful/Bell/Pocoloco Hat Accessory_0.4n_0.2mm_PLA_COREONE_1h42m_20260430175548.mp4,Bell,,success,,,22
print_0201,raw/successful/Bell/Portable+Cable+Winder+-+Medium_0.4n_0.1mm_PLA_COREONE_4h20m_20260508170151.mp4,Bell,,success,,,89
print_0202,raw/successful/Bell/bottomnose cone_0.4n_0.2mm_PLA_COREONE_3h32m_20260507120559.mp4,Bell,,success,,,61
print_0203,raw/successful/Bell/box2-Body_0.4n_0.2mm_PLA_COREONE_21h14m_20260510120145.mp4,Bell,,success,,,368
print_0204,raw/successful/Bell/box2-Body_0.4n_0.2mm_PLA_COREONE_21h14m_20260511102840.mp4,Bell,,success,,,368
print_0205,raw/successful/Bell/box2-MountToCase_0.4n_0.2mm_PLA_COREONE_7h3m_20260505181947.mp4,Bell,,success,,,189
print_0206,raw/successful/Bell/lid_0.4n_0.2mm_PLA_COREONE_4h36m_20260509185018.mp4,Bell,,success,,,31
print_0207,raw/successful/Socrates/(5) Tail fin connector_0.4n_0.2mm_PLA_COREONE_3h19m_20260430115216.mp4,Socrates,,success,,,42
print_0208,raw/successful/Socrates/1(2)_0.4n_0.1mm_PLA_COREONE_3m_20260326142912.mp4,Socrates,,success,,,1
print_0209,raw/successful/Socrates/1-A_0.4n_0.1mm_PLA_COREONE_6h24m_1_20260508174924.mp4,Socrates,,success,,,164
print_0210,raw/successful/Socrates/1Weight holder_0.4n_0.2mm_PLA_COREONE_7h10m_20260305180035.mp4,Socrates,,success,,,221
print_0211,raw/successful/Socrates/1x1 R1_0.4n_0.2mm_PLA_COREONE_41m_20260326120344.mp4,Socrates,,success,,,16
print_0212,raw/successful/Socrates/2(2)_0.4n_0.1mm_PLA_COREONE_3m_20260326145300.mp4,Socrates,,success,,,1
print_0213,raw/successful/Socrates/2Torque base middle section pole_0.4n_0.28mm_PLA_COREONE_5h11m_20260309122628.mp4,Socrates,,success,,,92
print_0214,raw/successful/Socrates/2_0f_2_hair_tie_osaur_-_no_supports_-_Dinosaur_body_0.4n_0.25mm_PLA_COREONE_2h25m_20260421130055.mp4,Socrates,,success,,,27
print_0215,raw/successful/Socrates/2_frame_20260510121431.mp4,Socrates,,success,,,82
print_0216,raw/successful/Socrates/35mm Ice Tray Updated_0.4n_0.28mm_PLA_COREONE_2h22m_20251204112134.mp4,Socrates,,success,,,13
print_0217,raw/successful/Socrates/3DP assembly layed out_0.4n_0.2mm_PLA_COREONE_5h22m_20260507200645.mp4,Socrates,,success,,,120
print_0218,raw/successful/Socrates/3droidparts_0.4n_0.1mm_PLA_COREONE_6h50m_20260317180422.mp4,Socrates,,success,,,91
print_0219,raw/successful/Socrates/72_USN_Flight_Deck_Crane_Truck_Modern(1)_0.4n_0.2mm_PLA_COREONE_1h0m_20260422150609.mp4,Socrates,,success,,,19
print_0220,raw/successful/Socrates/A_Stand_0.4n_0.2mm_PLA_COREONE_54m_20260318112935.mp4,Socrates,,success,,,21
print_0221,raw/successful/Socrates/Acrylic Pipe Cutting Holder_0.4n_0.2mm_PLA_COREONE_4h33m_20260325170104.mp4,Socrates,,success,,,100
print_0222,raw/successful/Socrates/Arm - Part 1_0.4n_0.2mm_PLA_COREONE_6m_20260324123445.mp4,Socrates,,success,,,2
print_0223,raw/successful/Socrates/Arm base - simra n aza_0.4n_0.2mm_PLA_COREONE_2h45m_20260303100734.mp4,Socrates,,success,,,64
print_0224,raw/successful/Socrates/Arm1_0.4n_0.2mm_PLA_COREONE_1h51m_20260304123701.mp4,Socrates,,success,,,61
print_0225,raw/successful/Socrates/Arm1_0.4n_0.2mm_PLA_COREONE_57m_20260303171546.mp4,Socrates,,success,,,19
print_0226,raw/successful/Socrates/Assembly 2_0.4n_0.25mm_PLA_COREONE_57m_20260507190257.mp4,Socrates,,success,,,19
print_0227,raw/successful/Socrates/BALLX2_0.4n_0.2mm_PLA_COREONE_15m_20260415160453.mp4,Socrates,,success,,,6
print_0228,raw/successful/Socrates/BALLX2_0.4n_0.2mm_PLA_COREONE_15m_20260415162753.mp4,Socrates,,success,,,6
print_0229,raw/successful/Socrates/BALLX2_0.4n_0.2mm_PLA_COREONE_15m_20260415165344.mp4,Socrates,,success,,,6
print_0230,raw/successful/Socrates/BSS full pin-hole mounting plate_0.4n_0.2mm_PLA_COREONE_1h47m_20260508130914.mp4,Socrates,,success,,,34
print_0231,raw/successful/Socrates/Back+light+enclosure_0.4n_0.2mm_PLA_COREONE_1h31m_20260325142630.mp4,Socrates,,success,,,26
print_0232,raw/successful/Socrates/BackPanel_0.4n_0.2mm_PLA_COREONE_2h12m_20260318143145.mp4,Socrates,,success,,,18
print_0233,raw/successful/Socrates/Ball_0.4n_0.2mm_PLA_COREONE_49m_20251201191118.mp4,Socrates,,success,,,20
print_0234,raw/successful/Socrates/BatteryBase_0.4n_0.2mm_PLA_COREONE_1h28m_20251208164734.mp4,Socrates,,success,,,13
print_0235,raw/successful/Socrates/Benprint1_20260420123153.mp4,Socrates,,success,,,28
print_0236,raw/successful/Socrates/Bike enviroment mirror_0.4n_0.2mm_PLA_COREONE_3h36m_20260225192241.mp4,Socrates,,success,,,65
print_0237,raw/successful/Socrates/Bottom Catch_0.4n_0.25mm_PLA_COREONE_2h51m_20260323121500.mp4,Socrates,,success,,,50
print_0238,raw/successful/Socrates/ButtonWhiteMarking_0.4n_0.2mm_PLA_COREONE_11m_20260323152145.mp4,Socrates,,success,,,4
print_0239,raw/successful/Socrates/CPD top_0.4n_0.2mm_PLA_COREONE_4h10m_20260309190839.mp4,Socrates,,success,,,93
print_0240,raw/successful/Socrates/Catcher 2_0.4n_0.2mm_PLA_COREONE_2h0m_20260423122054.mp4,Socrates,,success,,,32
print_0241,raw/successful/Socrates/Cement Holder Single v2_0.4n_0.2mm_PLA_COREONE_44m_20260422132957.mp4,Socrates,,success,,,11
print_0242,raw/successful/Socrates/Climbing Holds 3D Print_0.4n_0.2mm_PLA_COREONE_2h20m_20260303143927.mp4,Socrates,,success,,,48
print_0243,raw/successful/Socrates/ClipLower_0.4n_0.25mm_PLA_COREONE_3h11m_20260316123902.mp4,Socrates,,success,,,52
print_0244,raw/successful/Socrates/Combined XTs _0.4n_0.2mm_PLA_COREONE_1h1m_20260224120111.mp4,Socrates,,success,,,23
print_0245,raw/successful/Socrates/Combined XTs v6 NEW_0.4n_0.1mm_PLA_COREONE_2h23m_20260227183045.mp4,Socrates,,success,,,61
print_0246,raw/successful/Socrates/Completed_base_0.4n_0.2mm_PLA_COREONE_4h3m_20251204153549.mp4,Socrates,,success,,,44
print_0247,raw/successful/Socrates/Cone 40_0.4n_0.25mm_PLA_COREONE_5h48m_20260312191947.mp4,Socrates,,success,,,78
print_0248,raw/successful/Socrates/Cutlery Module (1)_0.4n_0.28mm_PLA_COREONE_3h44m_20251129180347.mp4,Socrates,,success,,,17
print_0249,raw/successful/Socrates/DDK2DataPort_0.4n_0.1mm_PLA_COREONE_12h50m_20260331163519.mp4,Socrates,,success,,,196
print_0250,raw/successful/Socrates/Dachshund_t_lowpoly_0.4n_0.28mm_PLA_COREONE_45m_20251212103227.mp4,Socrates,,success,,,18
print_0251,raw/successful/Socrates/EM Guard v7_0.4n_0.25mm_PLA_COREONE_5h12m_20260501115651.mp4,Socrates,,success,,,42
print_0252,raw/successful/Socrates/EM Guard v7_0.4n_0.25mm_PLA_COREONE_5h12m_20260504123716.mp4,Socrates,,success,,,43
print_0253,raw/successful/Socrates/Extruder_Mount_0.4n_0.25mm_PLA_COREONE_2h28m_20260507132255.mp4,Socrates,,success,,,28
print_0254,raw/successful/Socrates/FYP_WC_L_v1_0.4n_0.2mm_PLA_COREONE_5h9m_20260322121414.mp4,Socrates,,success,,,96
print_0255,raw/successful/Socrates/Fidget_spiral_sphere_0.4n_0.2mm_PLA_COREONE_1h37m_20260318123343.mp4,Socrates,,success,,,39
print_0256,raw/successful/Socrates/Fin joint system (3D printed) FD_0.4n_0.28mm_PLA_COREONE_1h1m_20260507120509.mp4,Socrates,,success,,,19
print_0257,raw/successful/Socrates/Front Frame Half - ESP-DIVE RC Submarine_0.4n_0.2mm_PLA_COREONE_4h52m_20260324194238.mp4,Socrates,,success,,,111
print_0258,raw/successful/Socrates/FrontPanel_0.4n_0.2mm_PLA_COREONE_1h19m_20260318095428.mp4,Socrates,,success,,,9
print_0259,raw/successful/Socrates/Gears.stl_2_0.4n_0.2mm_PLA_COREONE_2h27m_20251202153934.mp4,Socrates,,success,,,32
print_0260,raw/successful/Socrates/Groove 2_0.4n_0.25mm_PLA_COREONE_1h44m_20260226155210.mp4,Socrates,,success,,,33
print_0261,raw/successful/Socrates/Guide ring Left_0.4n_0.25mm_PLA_COREONE_55m_20260421112249.mp4,Socrates,,success,,,20
print_0262,raw/successful/Socrates/Hacksessible Texture Pad 1_0.4n_0.2mm_PLA_COREONE_1h38m_20251206152609.mp4,Socrates,,success,,,14
print_0263,raw/successful/Socrates/Handle_0.4n_0.25mm_PLA_COREONE_2h30m_20260312120825.mp4,Socrates,,success,,,26
print_0264,raw/successful/Socrates/Headphone stand_0.4n_0.2mm_PLA_COREONE_5h18m_20260316165953.mp4,Socrates,,success,,,61
print_0265,raw/successful/Socrates/HoodFront_0.4n_0.2mm_PLA_COREONE_1h5m_20251209173131.mp4,Socrates,,success,,,19
print_0266,raw/successful/Socrates/Incinerator 3D Print v3_0.4n_0.2mm_PLA_COREONE_4h48m_20251207124552.mp4,Socrates,,success,,,70
print_0267,raw/successful/Socrates/Inner (1)_0.4n_0.2mm_PLA_COREONE_3h5m_20260317114758.mp4,Socrates,,success,,,62
print_0268,raw/successful/Socrates/Jewelry_Holder_branch_long_0.4n_0.28mm_PLA_COREONE_4h17m_20251212120954.mp4,Socrates,,success,,,94
print_0269,raw/successful/Socrates/Jig 2_0.4n_0.2mm_PLA_COREONE_2h44m_20260324141755.mp4,Socrates,,success,,,60
print_0270,raw/successful/Socrates/Joshua's plectrum holder_0.4n_0.1mm_PLA_COREONE_1h46m_20251206122950.mp4,Socrates,,success,,,31
print_0271,raw/successful/Socrates/KIGU_case_Handles_0.4n_0.2mm_PLA_COREONE_3h57m_20260227142213.mp4,Socrates,,success,,,70
print_0272,raw/successful/Socrates/KIGU_case_Handles_and_axles_0.4n_0.2mm_PLA_COREONE_1h39m_20260227123003.mp4,Socrates,,success,,,37
print_0273,raw/successful/Socrates/KIGU_case_NameTag_2_0.4n_0.2mm_PLA_COREONE_58m_20260226174639.mp4,Socrates,,success,,,19
print_0274,raw/successful/Socrates/Launch rail_0.4n_0.2mm_PLA_COREONE_3h8m_20260326150440.mp4,Socrates,,success,,,55
print_0275,raw/successful/Socrates/Launch rail_0.4n_0.2mm_PLA_COREONE_6h13m_20260326182532.mp4,Socrates,,success,,,99
print_0276,raw/successful/Socrates/Loc Jewellery_0.4n_0.1mm_PLA_COREONE_40m_20260309181233.mp4,Socrates,,success,,,16
print_0277,raw/successful/Socrates/LowerCornerBraceInner_0.4n_0.2mm_PLA_COREONE_6h59m_20260319190618.mp4,Socrates,,success,,,146
print_0278,raw/successful/Socrates/LowerCornerBraceOuter_0.4n_0.2mm_PLA_COREONE_3h45m_20260320185635.mp4,Socrates,,success,,,74
print_0279,raw/successful/Socrates/M3x50_Screwed_Spacer_Sleeve_(Standoff)_0.4n_0.2mm_PLA_COREONE_42m_20260226185945.mp4,Socrates,,success,,,19
print_0280,raw/successful/Socrates/M4_Handle_B_0.4n_0.2mm_PLA_COREONE_4h26m_20260427153025.mp4,Socrates,,success,,,61
print_0281,raw/successful/Socrates/MEMORY BOOK - COVER BLANK - FRONT_0.4n_0.2mm_PLA_COREONE_1h54m_20260323092923.mp4,Socrates,,success,,,7
print_0282,raw/successful/Socrates/MEMORY BOOK - COVER BLANK - SPINE_0.4n_0.2mm_PLA_COREONE_2h30m_20260320153912.mp4,Socrates,,success,,,18
print_0283,raw/successful/Socrates/MUST BE RED - EM Guard v7_0.4n_0.25mm_PLA_COREONE_5h27m_20260426131016.mp4,Socrates,,success,,,47
print_0284,raw/successful/Socrates/Main Module_0.4n_0.28mm_PLA_COREONE_4h29m_20260424160323.mp4,Socrates,,success,,,102
print_0285,raw/successful/Socrates/MayaFingerClip_0.4n_0.1mm_PLA_COREONE_34m_20260310114149.mp4,Socrates,,success,,,14
print_0286,raw/successful/Socrates/Middle Bit_0.4n_0.2mm_PLA_COREONE_2h17m_20260429094300.mp4,Socrates,,success,,,43
print_0287,raw/successful/Socrates/Mini power switch_0.4n_0.2mm_PLA_COREONE_4m_20260429174353.mp4,Socrates,,success,,,2
print_0288,raw/successful/Socrates/Modern Bed Scraper_0.4n_0.25mm_PLA_COREONE_1h18m_20260427133314.mp4,Socrates,,success,,,12
print_0289,raw/successful/Socrates/Motor Case 2_0.4n_0.2mm_PLA_COREONE_19m_20260430152714.mp4,Socrates,,success,,,8
print_0290,raw/successful/Socrates/Motor mount v3_0.4n_0.2mm_PLA_COREONE_1h21m_20251201171257.mp4,Socrates,,success,,,33
print_0291,raw/successful/Socrates/Mouse holder 2.0_0.4n_0.2mm_PLA_COREONE_2h8m_20260422174556.mp4,Socrates,,success,,,36
print_0292,raw/successful/Socrates/NACA 4420 Blank Mk2 print v1_0.4n_0.2mm_PLA_COREONE_4h45m_20251205153607.mp4,Socrates,,success,,,87
print_0293,raw/successful/Socrates/NRC rocket nose cone final_0.4n_0.25mm_PLA_COREONE_3h58m_20260513190207.mp4,Socrates,,success,,,83
print_0294,raw/successful/Socrates/New Main Body 1.00 prototype 2.0_0.4n_0.28mm_PLA_COREONE_6h31m_20251201201248.mp4,Socrates,,success,,,110
print_0295,raw/successful/Socrates/Nose Cone10_0.4n_0.2mm_PLA_COREONE_2h23m_20260325095226.mp4,Socrates,,success,,,52
print_0296,raw/successful/Socrates/OilPan_0.4n_0.28mm_PLA_COREONE_3h5m_20251211170140.mp4,Socrates,,success,,,61
print_0297,raw/successful/Socrates/Paint handle jaws v3.2_0.4n_0.25mm_PLA_COREONE_2h23m_20260327121407.mp4,Socrates,,success,,,44
print_0298,raw/successful/Socrates/Panel_0.4n_0.2mm_PLA_COREONE_2h31m_20260323161424.mp4,Socrates,,success,,,50
print_0299,raw/successful/Socrates/Payload bay prototype 3_0.4n_0.25mm_PLA_COREONE_3h58m_20260312150028.mp4,Socrates,,success,,,69
print_0300,raw/successful/Socrates/Pendulum_V3_0.4n_0.2mm_PLA_COREONE_16m_20260508124611.mp4,Socrates,,success,,,5
print_0301,raw/successful/Socrates/Penguin for alma better v3_0.4n_0.2mm_PLA_COREONE_8h38m_20251212195437.mp4,Socrates,,success,,,144
print_0302,raw/successful/Socrates/Penguin for alma v1_0.4n_0.28mm_PLA_COREONE_4h0m_20251211121811.mp4,Socrates,,success,,,88
print_0303,raw/successful/Socrates/Perch_0.4n_0.2mm_PLA_COREONE_2h14m_20260424125714.mp4,Socrates,,success,,,35
print_0304,raw/successful/Socrates/PimoronoKeypadCase_Cover_0.4n_0.25mm_PLA_COREONE_41m_20260324171944.mp4,Socrates,,success,,,12
print_0305,raw/successful/Socrates/Plunger Block 150ml_3.5_0.4n_0.25mm_PLA_COREONE_2h18m_20260514120434.mp4,Socrates,,success,,,32
print_0306,raw/successful/Socrates/Portable+Cable+Winder+-+Large_0.4n_0.1mm_PLA_COREONE_4h42m_20260512113445.mp4,Socrates,,success,,,96
print_0307,raw/successful/Socrates/Pot+lid+handle_0.4n_0.2mm_PLA_COREONE_1h12m_20260427120407.mp4,Socrates,,success,,,28
print_0308,raw/successful/Socrates/ROCKETS_0.4n_0.2mm_PLA_COREONE_10h4m_20260327172200.mp4,Socrates,,success,,,211
print_0309,raw/successful/Socrates/ROCKET_0.4n_0.2mm_PLA_COREONE_5h57m_20260430161353.mp4,Socrates,,success,,,127
print_0310,raw/successful/Socrates/Reaction Wheel Print_0.4n_0.1mm_PLA_COREONE_1h45m_20260325122852.mp4,Socrates,,success,,,43
print_0311,raw/successful/Socrates/Reaction Wheel Print_0.4n_0.25mm_PLA_COREONE_2h11m_20260421162926.mp4,Socrates,,success,,,42
print_0312,raw/successful/Socrates/Rotating Disk and Pin_0.4n_0.2mm_PLA_COREONE_33m_20260514143615.mp4,Socrates,,success,,,11
print_0313,raw/successful/Socrates/Round the Pole 3D printing 2_0.4n_0.2mm_PLA_COREONE_38m_20260317151315.mp4,Socrates,,success,,,15
print_0314,raw/successful/Socrates/SFR17-AE04-01-SIDEWINGS-02_1_0.4n_0.28mm_PLA_COREONE_4h48m_20251203181537.mp4,Socrates,,success,,,125
print_0315,raw/successful/Socrates/SafeSkies_0.4n_0.25mm_PLA_COREONE_2h24m_20260302165841.mp4,Socrates,,success,,,38
print_0316,raw/successful/Socrates/Scooper Design Prototype_0.4n_0.28mm_PLA_COREONE_5h6m_20260228171819.mp4,Socrates,,success,,,99
print_0317,raw/successful/Socrates/Sensor Clips_sim_0.4n_0.2mm_PLA_COREONE_3h24m_20260311193549.mp4,Socrates,,success,,,72
print_0318,raw/successful/Socrates/Servo_Holder_0.4n_0.2mm_PLA_COREONE_2h40m_20260319115426.mp4,Socrates,,success,,,59
print_0319,raw/successful/Socrates/Spiky roller_0.4n_0.2mm_PLA_COREONE_3h4m_20260324091752.mp4,Socrates,,success,,,53
print_0320,raw/successful/Socrates/TabithaOLowerChassis_0.4n_0.2mm_PLA_COREONE_2h48m_20260310152023.mp4,Socrates,,success,,,38
print_0321,raw/successful/Socrates/Tablet Case_0.4n_0.2mm_PLA_COREONE_2h6m_20251129142953.mp4,Socrates,,success,,,23
print_0322,raw/successful/Socrates/Tamron_Body_Cap_0.4n_0.2mm_PLA_COREONE_3h30m_20260415121821.mp4,Socrates,,success,,,59
print_0323,raw/successful/Socrates/Texan fuselage 1.1_0.4n_0.2mm_PLA_COREONE_5h27m_20260302093901.mp4,Socrates,,success,,,133
print_0324,raw/successful/Socrates/TwistyToySmooth_0.4n_0.2mm_PLA_COREONE_2h31m_20260319160407.mp4,Socrates,,success,,,65
print_0325,raw/successful/Socrates/UMS5_circle cookie cutters_0.4n_0.2mm_PLA_COREONE_15m_20260427150323.mp4,Socrates,,success,,,5
print_0326,raw/successful/Socrates/Untitled_0.4n_0.25mm_PLA_COREONE_2m_20260323115554.mp4,Socrates,,success,,,1
print_0327,raw/successful/Socrates/UpperCornerBraceOuter_0.4n_0.2mm_PLA_COREONE_3h48m_20260320113948.mp4,Socrates,,success,,,82
print_0328,raw/successful/Socrates/V4_boat tail_0.4n_0.2mm_PLA_COREONE_3h26m_20260514153257.mp4,Socrates,,success,,,76
print_0329,raw/successful/Socrates/Vertical Chassis connection_0.4n_0.2mm_PLA_COREONE_4h47m_20251210171210.mp4,Socrates,,success,,,199
print_0330,raw/successful/Socrates/WEIR-bottomRight_0.4n_0.2mm_PLA_COREONE_4h38m_bed3_20260321174838.mp4,Socrates,,success,,,84
print_0331,raw/successful/Socrates/Wheelchair cup holder_0.4n_0.2mm_PLA_COREONE_5h54m_20260224175228.mp4,Socrates,,success,,,142
print_0332,raw/successful/Socrates/alex-comb-1.2_0.4n_0.25mm_PLA_COREONE_1h19m_20260324124607.mp4,Socrates,,success,,,24
print_0333,raw/successful/Socrates/angular_0.4n_0.2mm_PLA_COREONE_1h39m_20260310130335.mp4,Socrates,,success,,,33
print_0334,raw/successful/Socrates/baseplate-v4_0.4n_0.2mm_PLA_COREONE_3h5m_20251201134939.mp4,Socrates,,success,,,36
print_0335,raw/successful/Socrates/bearing  housing design_0.4n_0.2mm_PLA_COREONE_4h21m_20260310202514.mp4,Socrates,,success,,,106
print_0336,raw/successful/Socrates/body tube_0.4n_0.28mm_PLA_COREONE_2h1m_20260414143911.mp4,Socrates,,success,,,47
print_0337,raw/successful/Socrates/body_0.4n_0.1mm_PLA_COREONE_5h54m_20260415171500.mp4,Socrates,,success,,,99
print_0338,raw/successful/Socrates/body_fast_20251209193133.mp4,Socrates,,success,,,99
print_0339,raw/successful/Socrates/boxcar scar 1_0.4n_0.25mm_PLA_COREONE_33m_20260303130236.mp4,Socrates,,success,,,10
print_0340,raw/successful/Socrates/boxcar scar 3_0.4n_0.25mm_PLA_COREONE_41m_20260303134102.mp4,Socrates,,success,,,15
print_0341,raw/successful/Socrates/cat_0.4n_0.1mm_PLA_COREONE_45m_20251203152353.mp4,Socrates,,success,,,18
print_0342,raw/successful/Socrates/chassis_0.4n_0.15mm_PLA_COREONE_4h54m_20260311124940.mp4,Socrates,,success,,,77
print_0343,raw/successful/Socrates/chassis_0.4n_0.2mm_PLA_COREONE_2h5m_20260228115149.mp4,Socrates,,success,,,41
print_0344,raw/successful/Socrates/dual-color-crab_0.4n_0.2mm_PLA_COREONE_1h12m_20260326130059.mp4,Socrates,,success,,,25
print_0345,raw/successful/Socrates/eih23cw_35mm Ice Mould_0.4n_0.25mm_PLA_COREONE_1h50m_20251130175507.mp4,Socrates,,success,,,38
print_0346,raw/successful/Socrates/final Reaction wheel isA_0.4n_0.2mm_PLA_COREONE_2h2m_20260428173902.mp4,Socrates,,success,,,40
print_0347,raw/successful/Socrates/first layer v2  - simra n aza_0.4n_0.28mm_PLA_COREONE_4h41m_20260302200024.mp4,Socrates,,success,,,111
print_0348,raw/successful/Socrates/goggles_0.4n_0.2mm_PLA_COREONE_7h12m_20260501172025.mp4,Socrates,,success,,,101
print_0349,raw/successful/Socrates/gracekeychain-supported_0.4n_0.1mm_PLA_COREONE_7h13m_20260401163658.mp4,Socrates,,success,,,245
print_0350,raw/successful/Socrates/gracekeychain-unsupported_0.4n_0.2mm_PLA_COREONE_1h49m_20260420183431.mp4,Socrates,,success,,,47
print_0351,raw/successful/Socrates/hand_0.4n_0.2mm_PLA_COREONE_50m_20260310183450.mp4,Socrates,,success,,,29
print_0352,raw/successful/Socrates/holder_0.4n_0.25mm_PLA_COREONE_1h0m_20260414164859.mp4,Socrates,,success,,,25
print_0353,raw/successful/Socrates/holder_0.4n_0.2mm_PLA_COREONE_5h9m_20260313115510.mp4,Socrates,,success,,,100
print_0354,raw/successful/Socrates/hollow_knight_pieces_0.4n_0.2mm_PLA_COREONE_1h20m_20251203123857.mp4,Socrates,,success,,,33
print_0355,raw/successful/Socrates/ifor_busicard_v5_x9_0.4n_0.2mm_PLA_COREONE_2h16m_20260306115441.mp4,Socrates,,success,,,15
print_0356,raw/successful/Socrates/ifor_busicard_v5_x9_0.4n_0.2mm_PLA_COREONE_2h16m_20260306150322.mp4,Socrates,,success,,,14
print_0357,raw/successful/Socrates/ifor_busicard_v5_x9_0.4n_0.2mm_PLA_COREONE_2h16m_20260306194341.mp4,Socrates,,success,,,13
print_0358,raw/successful/Socrates/joe1Screw thing_0.4n_0.15mm_PLA_COREONE_6h10m_20260505160108.mp4,Socrates,,success,,,166
print_0359,raw/successful/Socrates/main-body-front-weatherbot_0.4n_0.2mm_PLA_COREONE_2h57m_20260429123253.mp4,Socrates,,success,,,62
print_0360,raw/successful/Socrates/obj_2_Zusammenbau_0.4n_0.2mm_PLA_COREONE_1h12m_20260506113924.mp4,Socrates,,success,,,26
print_0361,raw/successful/Socrates/ogive nose cone (1)_0.4n_0.2mm_PLA_COREONE_5h24m_20260511165109.mp4,Socrates,,success,,,121
print_0362,raw/successful/Socrates/part1_0.4n_0.2mm_PLA_COREONE_2h55m_20260506131155.mp4,Socrates,,success,,,51
print_0363,raw/successful/Socrates/phantom final_0.4n_0.25mm_PLA_COREONE_2h5m_20260507165011.mp4,Socrates,,success,,,19
print_0364,raw/successful/Socrates/pieza_exterior_0.4n_0.2mm_PLA_COREONE_2h22m_20260508150312.mp4,Socrates,,success,,,47
print_0365,raw/successful/Socrates/prot1_0.4n_0.2mm_PLA_COREONE_38m_20260507160358.mp4,Socrates,,success,,,14
print_0366,raw/successful/Socrates/pulse_ox_clamp_0.4n_0.2mm_PLA_COREONE_1h59m_20260327145255.mp4,Socrates,,success,,,37
print_0367,raw/successful/Socrates/pumpkin_0.4n_0.2mm_PLA_COREONE_21m_20260505124555.mp4,Socrates,,success,,,7
print_0368,raw/successful/Socrates/rectangle bucket Prototype 2.0 (1)_0.4n_0.2mm_PLA_COREONE_6h30m_20251202200744.mp4,Socrates,,success,,,126
print_0369,raw/successful/Socrates/redpleaseplease_0.4n_0.28mm_PLA_COREONE_35m_20260302160948.mp4,Socrates,,success,,,7
print_0370,raw/successful/Socrates/round base file_20260421152037.mp4,Socrates,,success,,,2
print_0371,raw/successful/Socrates/rrorket_0.4n_0.25mm_PLA_COREONE_1h21m_20260513153110.mp4,Socrates,,success,,,27
print_0372,raw/successful/Socrates/scooter volume model_0.4n_0.2mm_PLA_COREONE_2h17m_20260226200433.mp4,Socrates,,success,,,35
print_0373,raw/successful/Socrates/scraper-hex_0.4n_0.25mm_PLA_COREONE_1h43m_20260505131733.mp4,Socrates,,success,,,19
print_0374,raw/successful/Socrates/servo connector 3D print_0.4n_0.25mm_PLA_COREONE_1h20m_20260309104556.mp4,Socrates,,success,,,25
print_0375,raw/successful/Socrates/small-cogs_0.4n_0.2mm_PLA_COREONE_28m_20260422161844.mp4,Socrates,,success,,,9
print_0376,raw/successful/Socrates/stand_0.4n_0.25mm_PLA_COREONE_3h7m_20260423143144.mp4,Socrates,,success,,,51
print_0377,raw/successful/Socrates/statue_unsupported_0.4n_0.2mm_PLA_COREONE_3h47m_20260506162107.mp4,Socrates,,success,,,81
print_0378,raw/successful/Socrates/switchpuller_0.4n_0.2mm_PLA_COREONE_5m_20260303142726.mp4,Socrates,,success,,,1
